opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id,stage_canonical,forecast_category_canonical,canonical_name,implied_days,data_quality,days_recalculated,is_stale_opportunity,is_open,slippage_days,is_slippage,is_negative_amount,is_closed_won,is_closed_lost,close_quarter,created_quarter,segment_original,canonical_segment,segment_confidence,segment_source,sales_cycle_days
OPP-2025010,MINDBOX,ACC-1111,SMB,Closed Lost,7267.05,2024-11-28,joao@raptorsoft.com,Omit,2024-11-26,13.0,HS-90164,Closed Lost,omit,mindbox,2.0,,,False,False,0,False,False,False,True,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025011,ConnectWave,ACC-1107,SMB,Prospecting,11527.08,2024-09-17,mariana@raptorsoft.com,best case,2024-04-11,92.0,,Prospecting,best_case,connectwave,159.0,,,False,True,210,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2025012,beta solutions,ACC-1101,Mid-Market,Negotiation,104747.72,2023-11-30,ana.lima@raptorsoft.com,Pipeline,2023-10-16,120.0,HS-90768,Negotiation,pipeline,betasolutions,45.0,,,False,True,502,True,False,False,False,2023Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025013,CORELOGIC,ACC-1114,Mid-Market,Closed Lost,123680.91,2024-12-08,carlos@raptorsoft.com,Best Case,2024-10-20,79.0,,Closed Lost,best_case,corelogic,49.0,,,False,False,0,False,False,False,True,2024Q4,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025014,ZENTRA,ACC-1112,Enterprise,Closed Lost,351474.53,2024-12-15,,Commit,2024-10-20,119.0,HS-90454,Closed Lost,commit,zentra,56.0,,,False,False,0,False,False,False,True,2024Q4,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025015,Acme Corp.,ACC-1100,SMB,Negotiation,30027.06,2024-10-25,mariana@raptorsoft.com,Pipeline,2024-10-22,20.0,HS-90776,Negotiation,pipeline,acme,3.0,,,False,True,172,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025016,bluepath,ACC-1119,SMB,Closed Lost,11928.79,2025-01-06,joao@raptorsoft.com,Pipeline,2024-11-14,37.0,HS-90360,Closed Lost,pipeline,bluepath,53.0,,,False,False,0,False,False,False,True,2025Q1,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025017,bluepath,ACC-1119,SMB,Closed Won,35384.43,2024-07-10,joao@raptorsoft.com,Best Case,2023-12-21,5.0,,Closed Won,best_case,bluepath,202.0,,,False,False,0,False,False,True,False,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,202.0
OPP-2025018,Connect Wave,ACC-1107,Mid-Market,Closed Won,83098.08,2025-01-16,carlos@raptorsoft.com,Best Case,2024-08-11,113.0,,Closed Won,best_case,connectwave,158.0,,,False,False,0,False,False,True,False,2025Q1,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,158.0
OPP-2025019,skyops,ACC-1108,SMB,Prop,37471.03,2025-01-15,ana.lima@raptorsoft.com,Commit,2023-11-26,28.0,HS-90227,Proposal,commit,skyops,416.0,,,False,True,90,True,False,False,False,2025Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025020,FLUXO SISTEMAS,ACC-1105,Enterprise,Prospecting,395436.08,2024-12-06,joao@raptorsoft.com,Commit,2024-11-27,48.0,HS-90373,Prospecting,commit,fluxo,9.0,,,False,True,130,True,False,False,False,2024Q4,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025021,corelogic,ACC-1114,Enterprise,Proposal,474287.25,2024-08-20,joao@raptorsoft.com,commit,2024-04-23,113.0,HS-90787,Proposal,commit,corelogic,119.0,,,False,True,238,True,False,False,False,2024Q3,2024Q2,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025022,polare,ACC-1109,Mid-Market,Closed Lost,59613.83,2024-10-05,mariana@raptorsoft.com,Pipeline,2024-09-07,13.0,HS-90576,Closed Lost,pipeline,polare,28.0,,,False,False,0,False,False,False,True,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025023,Beta Solutions,ACC-1101,SMB,Proposal,27382.21,2024-03-31,mariana@raptorsoft.com,commit,2023-12-06,108.0,HS-90473,Proposal,commit,betasolutions,116.0,,,False,True,380,True,False,False,False,2024Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025024,Acme Corp,ACC-1100,SMB,Prospecting,7140.11,2024-02-24,ana.lima@raptorsoft.com,Omit,2023-10-13,93.0,HS-90314,Prospecting,omit,acme,134.0,,,False,True,416,True,False,False,False,2024Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025025,rushflow,ACC-1110,Mid-Market,Discovery,90390.58,2024-11-10,carlos@raptorsoft.com,Best Case,2024-09-25,97.0,HS-90151,Discovery/Qualification,best_case,rushflow,46.0,,,False,True,156,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025026,Vertice,ACC-1103,Mid-Market,Prospecting,46332.81,2023-03-11,ana.lima@raptorsoft.com,Best Case,2024-05-03,118.0,HS-90366,Prospecting,best_case,vertice,-419.0,,,False,True,766,True,False,False,False,2023Q1,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025027,ORBIT DIGITAL,ACC-1104,Mid-Market,Closed Lost,137510.5,2025-01-17,carlos@raptorsoft.com,commit,2024-11-28,50.0,HS-90618,Closed Lost,commit,orbit,50.0,,True,False,False,0,False,False,False,True,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025028,Polare,ACC-1109,Mid-Market,Discovery,144185.37,2024-09-07,joao@raptorsoft.com,Commit,2023-09-24,65.0,,Discovery/Qualification,commit,polare,349.0,,,False,True,220,True,False,False,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025029,VERTICE TECH,ACC-1103,Enterprise,Qualification,172371.07,2024-09-13,ana.lima@raptorsoft.com,Best Case,2023-07-29,91.0,HS-90108,Discovery/Qualification,best_case,vertice,412.0,,,False,True,214,True,False,False,False,2024Q3,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025030,INNOVA,ACC-1116,Enterprise,Proposal,165752.67,2024-12-03,pedro@raptorsoft.com,commit,2024-11-13,71.0,HS-90106,Proposal,commit,innova,20.0,,,False,True,133,True,False,False,False,2024Q4,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025031,BluePath,,SMB,qualification,31140.71,2023-09-30,carlos@raptorsoft.com,Best Case,2023-12-31,10.0,HS-90073,Discovery/Qualification,best_case,bluepath,-92.0,,,False,True,563,True,False,False,False,2023Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025032,GRIDSOFT,ACC-1117,Mid-Market,Closed Lost,53282.18,2024-07-31,ana.lima@raptorsoft.com,Pipeline,2024-02-07,53.0,,Closed Lost,pipeline,gridsoft,175.0,,,False,False,0,False,False,False,True,2024Q3,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025033,orbit digital,ACC-1104,SMB,Qualification,32388.19,2024-11-19,carlos@raptorsoft.com,Pipeline,2024-09-24,21.0,HS-90715,Discovery/Qualification,pipeline,orbit,56.0,,,False,True,147,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025034,CORELOGIC,,SMB,Closed Won,31533.87,2024-12-28,joao@raptorsoft.com,Omit,2024-10-16,99.0,HS-90440,Closed Won,omit,corelogic,73.0,,,False,False,0,False,False,True,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,73.0
OPP-2025035,Polare Ltda,ACC-1109,Mid-Market,Proposal,66446.69,2024-05-06,pedro@raptorsoft.com,pipeline,2023-12-23,56.0,HS-90507,Proposal,pipeline,polare,135.0,,,False,True,344,True,False,False,False,2024Q2,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025036,tapflow,ACC-1115,Enterprise,prospecting,326017.9,2024-01-14,carlos@raptorsoft.com,pipeline,2023-07-23,39.0,,Prospecting,pipeline,tapflow,175.0,,,False,True,457,True,False,False,False,2024Q1,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025037,mindbox,ACC-1111,SMB,Qualification,-17197.36,2024-05-11,carlos@raptorsoft.com,commit,2024-02-16,8.0,,Discovery/Qualification,commit,mindbox,85.0,,,False,True,339,True,True,False,False,2024Q2,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2025038,CoreLogic,ACC-1114,Enterprise,Closed Lost,324104.86,2024-06-02,carlos@raptorsoft.com,best case,2024-02-17,51.0,HS-90007,Closed Lost,best_case,corelogic,106.0,,,False,False,0,False,False,False,True,2024Q2,2024Q1,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025039,acme,ACC-1100,Mid-Market,Prospecting,62335.89,2023-12-08,pedro@raptorsoft.com,Omit,2024-02-22,18.0,,Prospecting,omit,acme,-76.0,,,False,True,494,True,False,False,False,2023Q4,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025040,Beta Solutions Ltda,ACC-1101,Mid-Market,Discovery,76071.69,2023-07-28,joao@raptorsoft.com,Omit,2024-07-15,24.0,HS-90102,Discovery/Qualification,omit,betasolutions,-353.0,,,False,True,627,True,False,False,False,2023Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025041,Orbit,ACC-1104,SMB,Closed Lost,21570.84,2024-12-17,ana.lima@raptorsoft.com,Pipeline,2024-09-06,114.0,,Closed Lost,pipeline,orbit,102.0,,,False,False,0,False,False,False,True,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025042,ACME CORP,ACC-1100,Mid-Market,Discovery,52926.22,2024-07-27,carlos@raptorsoft.com,pipeline,2024-04-01,99.0,,Discovery/Qualification,pipeline,acme,117.0,,,False,True,262,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025043,Innova Tech,ACC-1116,Mid-Market,Proposal,46758.91,2024-12-29,ana.lima@raptorsoft.com,Commit,2024-09-25,65.0,,Proposal,commit,innova,95.0,,,False,True,107,True,False,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025044,POLARIS,ACC-1118,Mid-Market,Closed Won,122599.29,2024-09-09,ana.lima@raptorsoft.com,Best Case,2024-01-01,76.0,,Closed Won,best_case,polaris,252.0,,,False,False,0,False,False,True,False,2024Q3,2024Q1,Mid-Market,Mid-Market,HIGH,employees_median,252.0
OPP-2025045,zentra,ACC-1112,SMB,Proposal,28292.93,2024-09-06,pedro@raptorsoft.com,Commit,2024-06-13,95.0,HS-90727,Proposal,commit,zentra,85.0,,,False,True,221,True,False,False,False,2024Q3,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2025046,Grupo Nexus,ACC-1102,Mid-Market,Closed Won,45039.51,2024-05-26,joao@raptorsoft.com,Commit,2023-07-19,51.0,,Closed Won,commit,nexus,312.0,,,False,False,0,False,False,True,False,2024Q2,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,312.0
OPP-2025047,GRUPO NEXUS,ACC-1102,SMB,Qualification,39610.0,2024-10-22,ana.lima@raptorsoft.com,best case,2024-08-19,36.0,,Discovery/Qualification,best_case,nexus,64.0,,,False,True,175,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025048,acme,ACC-1100,Mid-Market,Proposal,-34770.89,2024-11-26,carlos@raptorsoft.com,Pipeline,2024-08-31,24.0,HS-90019,Proposal,pipeline,acme,87.0,,,False,True,140,True,True,False,False,2024Q4,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025049,Zentra Tech,ACC-1112,SMB,Negotiation,17975.74,2024-02-24,mariana@raptorsoft.com,best case,2023-09-25,89.0,HS-90147,Negotiation,best_case,zentra,152.0,,,False,True,416,True,False,False,False,2024Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025050,Amplia Soluções,ACC-1113,SMB,closed-won,31192.68,2024-06-18,,Best Case,2024-04-13,74.0,HS-90277,Closed Won,best_case,amplia,66.0,,,False,False,0,False,False,True,False,2024Q2,2024Q2,SMB,Mid-Market,HIGH,employees_median,66.0
OPP-2025051,Sky Ops,ACC-1108,SMB,Closed Lost,8896.35,2024-01-25,joao@raptorsoft.com,Commit,2023-11-28,39.0,,Closed Lost,commit,skyops,58.0,,,False,False,0,False,False,False,True,2024Q1,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025052,GridSoft,ACC-1117,SMB,Proposal,21445.39,2024-08-20,ana.lima@raptorsoft.com,Pipeline,2024-01-18,78.0,HS-90438,Proposal,pipeline,gridsoft,215.0,,,False,True,238,True,False,False,False,2024Q3,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2025053,Polare Ltda,ACC-1109,Enterprise,Negotiation,438492.36,2024-07-26,joao@raptorsoft.com,Commit,2023-10-11,37.0,,Negotiation,commit,polare,289.0,,,False,True,263,True,False,False,False,2024Q3,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025054,tapflow,ACC-1115,SMB,Discovery,16733.44,2024-11-16,pedro@raptorsoft.com,commit,2024-04-01,29.0,,Discovery/Qualification,commit,tapflow,229.0,,,False,True,150,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2025055,Amplia,ACC-1113,SMB,Closed Won,7212.67,2024-11-14,carlos@raptorsoft.com,Commit,2024-09-17,35.0,,Closed Won,commit,amplia,58.0,,,False,False,0,False,False,True,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,58.0
OPP-2025056,MINDBOX,ACC-1111,SMB,Negotiation,21693.45,2024-12-15,carlos@raptorsoft.com,Omit,2023-08-03,65.0,HS-90217,Negotiation,omit,mindbox,500.0,,,False,True,121,True,False,False,False,2024Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025057,ConnectWave,ACC-1107,SMB,Closed Lost,34964.87,2024-12-03,mariana@raptorsoft.com,Omit,2024-10-05,104.0,HS-90304,Closed Lost,omit,connectwave,59.0,,,False,False,0,False,False,False,True,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025058,BETA SOLUTIONS,ACC-1101,SMB,Prospecting,21638.23,2025-01-14,pedro@raptorsoft.com,Pipeline,2023-08-04,38.0,,Prospecting,pipeline,betasolutions,529.0,,,False,True,91,True,False,False,False,2025Q1,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025059,GridSoft,ACC-1117,SMB,Proposal,19868.2,2024-10-21,mariana@raptorsoft.com,Pipeline,2024-03-10,114.0,HS-90187,Proposal,pipeline,gridsoft,225.0,,,False,True,176,True,False,False,False,2024Q4,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2025060,Sky Ops,ACC-1108,Enterprise,Negotiation,408438.94,2025-01-19,carlos@raptorsoft.com,Commit,2024-10-29,104.0,HS-90210,Negotiation,commit,skyops,82.0,,,False,True,86,True,False,False,False,2025Q1,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025061,orbit digital,ACC-1104,Mid-Market,Closed Won,131738.07,2024-01-02,carlos@raptorsoft.com,Commit,2023-12-21,109.0,HS-90142,Closed Won,commit,orbit,12.0,,,False,False,0,False,False,True,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,12.0
OPP-2025062,AMPLIA SOLUCOES,ACC-1113,SMB,Closed Lost,7721.23,2024-12-18,joao@raptorsoft.com,Best Case,2024-09-05,21.0,HS-90594,Closed Lost,best_case,amplia,104.0,,,False,False,0,False,False,False,True,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025063,tapflow,ACC-1115,Mid-Market,Closed Won,141658.65,2024-04-22,ana.lima@raptorsoft.com,Best Case,2023-09-21,59.0,HS-90315,Closed Won,best_case,tapflow,214.0,,,False,False,0,False,False,True,False,2024Q2,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,214.0
OPP-2025064,Vértice Tech,ACC-1103,Mid-Market,Prospecting,94267.47,2024-01-22,carlos@raptorsoft.com,Best Case,2023-12-09,82.0,HS-90367,Prospecting,best_case,vertice,44.0,,,False,True,449,True,False,False,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025065,ZENTRA,ACC-1112,SMB,Proposal,7222.83,2024-08-07,carlos@raptorsoft.com,Best Case,2023-07-28,117.0,HS-90251,Proposal,best_case,zentra,376.0,,,False,True,251,True,False,False,False,2024Q3,2023Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025066,Amplia Soluções Ltda,ACC-1113,Mid-Market,Proposal,-86577.12,2024-08-05,joao@raptorsoft.com,Commit,2023-09-16,83.0,HS-90666,Proposal,commit,amplia,324.0,,,False,True,253,True,True,False,False,2024Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025067,gridsoft,ACC-1117,Mid-Market,Closed Lost,30176.72,2024-01-20,,Best Case,2023-11-23,113.0,,Closed Lost,best_case,gridsoft,58.0,,,False,False,0,False,False,False,True,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025068,ZENTRA,ACC-1112,Enterprise,Proposal,478347.67,2024-07-05,joao@raptorsoft.com,Commit,2023-09-06,3.0,HS-90593,Proposal,commit,zentra,303.0,,,False,True,284,True,False,False,False,2024Q3,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025069,BLUEPATH,ACC-1119,SMB,Closed Won,7634.17,2024-11-04,ana.lima@raptorsoft.com,Omit,2024-10-21,52.0,,Closed Won,omit,bluepath,14.0,,,False,False,0,False,False,True,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,14.0
OPP-2025070,ACME CORP,ACC-1100,Mid-Market,Prospecting,149311.85,2025-01-30,pedro@raptorsoft.com,Commit,2024-10-10,84.0,HS-90534,Prospecting,commit,acme,112.0,,,False,True,75,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025071,GRIDSOFT,ACC-1117,Enterprise,closed-won,363099.87,2024-08-23,joao@raptorsoft.com,Best Case,2023-09-22,119.0,,Closed Won,best_case,gridsoft,336.0,,,False,False,0,False,False,True,False,2024Q3,2023Q3,Enterprise,Mid-Market,HIGH,employees_median,336.0
OPP-2025072,Mind Box,ACC-1111,SMB,Proposal,37439.57,2023-10-28,ana.lima@raptorsoft.com,Best Case,2024-10-05,115.0,HS-90227,Proposal,best_case,mindbox,-343.0,,,False,True,535,True,False,False,False,2023Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025073,skyops,ACC-1108,Mid-Market,Closed Won,74066.01,2025-01-29,carlos@raptorsoft.com,Omit,2023-09-20,116.0,HS-90734,Closed Won,omit,skyops,497.0,,,False,False,0,False,False,True,False,2025Q1,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,497.0
OPP-2025074,BluePath,ACC-1119,SMB,Discovery,19002.3,2024-02-17,pedro@raptorsoft.com,Omit,2024-07-13,53.0,,Discovery/Qualification,omit,bluepath,-147.0,,,False,True,423,True,False,False,False,2024Q1,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025075,Innova,ACC-1116,Enterprise,Qualification,309773.94,2024-07-23,mariana@raptorsoft.com,omit,2023-12-26,59.0,,Discovery/Qualification,omit,innova,210.0,,,False,True,266,True,False,False,False,2024Q3,2023Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025076,DataPrime,ACC-1106,Mid-Market,Negotiation,144161.91,2024-12-24,mariana@raptorsoft.com,Omit,2023-12-06,60.0,HS-90381,Negotiation,omit,dataprime,384.0,,,False,True,112,True,False,False,False,2024Q4,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025077,skyops,,SMB,Discovery,6709.95,2023-07-24,pedro@raptorsoft.com,Best Case,2024-03-09,17.0,,Discovery/Qualification,best_case,skyops,-229.0,,,False,True,631,True,False,False,False,2023Q3,2024Q1,SMB,Mid-Market,HIGH,employees_median,
OPP-2025078,Acme Corp.,ACC-1100,Enterprise,Proposal,126935.51,2025-01-22,carlos@raptorsoft.com,Best Case,2024-10-20,73.0,HS-90209,Proposal,best_case,acme,94.0,,,False,True,83,True,False,False,False,2025Q1,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025079,mindbox,ACC-1111,SMB,Negotiation ,23905.12,2024-11-13,joao@raptorsoft.com,Best Case,2024-10-24,91.0,,Negotiation,best_case,mindbox,20.0,,,False,True,153,True,False,False,False,2024Q4,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025080,Orbit Digital,ACC-1104,Mid-Market,Proposal,42276.59,2025-01-26,carlos@raptorsoft.com,Pipeline,2024-11-08,17.0,,Proposal,pipeline,orbit,79.0,,,False,True,79,True,False,False,False,2025Q1,2024Q4,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025081,Polaris Tech,ACC-1118,SMB,Negotiation ,20071.47,2024-11-04,carlos@raptorsoft.com,Pipeline,2024-08-22,16.0,HS-90074,Negotiation,pipeline,polaris,74.0,,,False,True,162,True,False,False,False,2024Q4,2024Q3,SMB,Mid-Market,HIGH,employees_median,
OPP-2025082,polare,ACC-1109,Mid-Market,Prop,53573.92,2024-03-05,ana.lima@raptorsoft.com,Pipeline,2024-08-18,19.0,HS-90072,Proposal,pipeline,polare,-166.0,,,False,True,406,True,False,False,False,2024Q1,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025083,Rush Flow,ACC-1110,SMB,Prospecting,30611.68,2025-01-29,mariana@raptorsoft.com,Pipeline,2024-10-13,57.0,HS-90131,Prospecting,pipeline,rushflow,108.0,,,False,True,76,True,False,False,False,2025Q1,2024Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025084,Data Prime,ACC-1106,SMB,Closed Won,19473.86,2024-10-30,ana.lima@raptorsoft.com,best case,2023-07-06,76.0,HS-90197,Closed Won,best_case,dataprime,482.0,,,False,False,0,False,False,True,False,2024Q4,2023Q3,SMB,Mid-Market,HIGH,employees_median,482.0
OPP-2025085,Acme Corp,ACC-1100,Mid-Market,DISCOVERY,39486.45,2025-01-26,pedro@raptorsoft.com,Commit,2024-06-27,47.0,HS-90048,Discovery/Qualification,commit,acme,213.0,,,False,True,79,True,False,False,False,2025Q1,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025086,INNOVA,ACC-1116,SMB,Prospecting,36229.13,2023-10-10,ana.lima@raptorsoft.com,Pipeline,2024-04-17,101.0,,Prospecting,pipeline,innova,-190.0,,,False,True,553,True,False,False,False,2023Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2025087,Orbit,ACC-1104,SMB,Closed Lost,30598.47,2024-09-20,joao@raptorsoft.com,Commit,2023-12-12,69.0,HS-90161,Closed Lost,commit,orbit,283.0,,,False,False,0,False,False,False,True,2024Q3,2023Q4,SMB,Mid-Market,HIGH,employees_median,
OPP-2025088,DataPrime,ACC-1106,Enterprise,Discovery,181489.47,2025-01-26,pedro@raptorsoft.com,best case,2024-07-26,39.0,HS-90519,Discovery/Qualification,best_case,dataprime,184.0,,,False,True,79,True,False,False,False,2025Q1,2024Q3,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025089,Tap Flow,ACC-1115,Enterprise,Prospecting,496960.08,2023-05-01,carlos@raptorsoft.com,Pipeline,2024-11-11,11.0,,Prospecting,pipeline,tapflow,-560.0,,,False,True,715,True,False,False,False,2023Q2,2024Q4,Enterprise,Mid-Market,HIGH,employees_median,
OPP-2025090,DataPrime,ACC-1106,SMB,qualification,33011.99,2024-11-25,ana.lima@raptorsoft.com,Commit,2024-06-11,41.0,HS-90487,Discovery/Qualification,commit,dataprime,167.0,,,False,True,141,True,False,False,False,2024Q4,2024Q2,SMB,Mid-Market,HIGH,employees_median,
OPP-2025091,FLUXO SISTEMAS,ACC-1105,Mid-Market,Proposal,36804.62,2024-07-08,carlos@raptorsoft.com,pipeline,2024-04-29,10.0,HS-90249,Proposal,pipeline,fluxo,70.0,,,False,True,281,True,False,False,False,2024Q3,2024Q2,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025092,Sky Ops,ACC-1108,Mid-Market,Proposal,59783.66,2024-07-31,joao@raptorsoft.com,omit,2024-07-31,600.0,,Proposal,omit,skyops,0.0,,,True,True,258,True,False,False,False,2024Q3,2024Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025093,Polaris Tech,ACC-1118,Mid-Market,Discovery,58380.48,2023-08-27,joao@raptorsoft.com,Best Case,2023-08-19,55.0,,Discovery/Qualification,best_case,polaris,8.0,,,False,True,597,True,False,False,False,2023Q3,2023Q3,Mid-Market,Mid-Market,HIGH,employees_median,
OPP-2025094,gridsoft,ACC-1117,Mid-Market,closed-won,-33457.5,2024-03-12,mariana@raptorsoft.com,Best Case,2023-10-30,73.0,HS-90114,Closed Won,best_case,gridsoft,134.0,,,False,False,0,False,True,True,False,2024Q1,2023Q4,Mid-Market,Mid-Market,HIGH,employees_median,134.0
